specialist_threshold,specialist_margin_threshold,specialist_blend,specialist_pca,dual_fusion_blend,dual_fusion_weighted,sad_specialist_threshold,sad_specialist_blend,sad_min_base_prob
0.38,0.12,0.2,128,0.25,True,0.42,0.18,0.05
